"Company_name","Company_activity","Company_url","Company_url_url","Company_geography","Company_employees","Company_AIuse","Company_min","Company_logo","Company_logo_url"
"Amlgo Labs","Freedom to innovate with technology","Visit Website","https://amlgolabs.com/","Gurugram, India","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/90441562802fcef560ac450a239153c9.jpeg","https://clutch.co/profile/amlgo-labs"
"WIDNET DOO Skopje","WIDNET DOO Skopje","Visit Website","http://www.widnet.mk/","Skopje, North Macedonia","10 - 49","20% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8ce0cfb020aea42f8da2e9477e9d0d54.jpeg","https://clutch.co/profile/widnet-doo-skopje"
"Cloud303","Cloud computing made clear.","Visit Website","https://www.cloud303.io/","Lakewood, CO","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f072679ea1e86d592a786de37db600d8_0.png","https://clutch.co/profile/cloud303"
"Rydot Infotech Private Limited","Space of Technology","Visit Website","https://www.rydotinfotech.com/","Ahmedabad, India","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/97db6ada8f93b6448a534b216ffe2517.png","https://clutch.co/profile/rydot-infotech-private"
"SINERWARE S.A.S.","We build software with your business needs in mind","Visit Website","http://www.sinerware.com/","Bogotá, Colombia","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/08327c7fac965e139df5c14f5ec4cf9b.jpg","https://clutch.co/profile/sinerware-sas"
"Folder IT","We are our people...","Visit Website","https://www.folderit.net/","Miramar, FL","250 - 999","10% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/folder_it_vertical.jpg","https://clutch.co/profile/folder-it"
"Seargin","Get the required IT experts within 72 hours!","Visit Website","https://seargin.com/","Gdańsk, Poland","250 - 999","10% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/seargin_logo.png","https://clutch.co/profile/seargin"
"Qualitas Global","GET YOUR DATA TAGGED WITH HIGH PRECISION","Visit Website","https://www.qualitasglobal.com/","Pune, India","250 - 999","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/44ba3b3eb55cc3e828dbac58eff73d93.png","https://clutch.co/profile/qualitas-global"
"O&DS","Advanced Web Design & Development","Visit Website","http://www.oeds.it/","Milano, Italy","10 - 49","15% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/logo-oeds-office-and-data-system-color-full.png","https://clutch.co/profile/ods"
"Divensi Inc","Customer satisfaction is our highest priority","Visit Website","http://www.divensi.com/","Redmond, WA","50 - 249","15% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/divensi_logo.png","https://clutch.co/profile/divensi"
"Digital Technology Poland","We will lift you to the Cloud!","Visit Website","https://www.dtpoland.com/","Zielona Góra, Poland","50 - 249","15% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/504c0496b2d037692afd9958e3eba1bf.png","https://clutch.co/profile/digital-technology-poland"
"IBM de México Comercialización y Servicios","The professional services arm of IBM","Visit Website","https://www.ibm.com/mx-es/","Ciudad de México, Mexico","50 - 249","10% Artificial Intelligence","Undisclosed","https://clutch.co/developers/artificial-intelligence?page=45","https://clutch.co/profile/ibm-de-m%C3%A9xico-comercializaci%C3%B3n-y-servicios"
"Techline","Likeable Leaders Partnership","Visit Website","https://tline.pk/","Lahore, Pakistan","2 - 9","23% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0066ee744a14c8446e4bf694f30a941b.png","https://clutch.co/profile/techline"
"Kalibroida Technology Solutions","A Blockchain Development Company","Visit Website","https://kalibroida.com/","Sunnyvale, CA","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/kalibroida_technology_solutions_logo_0.png","https://clutch.co/profile/kalibroida-technology-solutions"
"SiteWhere","Enablement Platform for the Internet of Things","Visit Website","https://www.sitewhere.com/","Atlanta, GA","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/sitewhere_logo.png","https://clutch.co/profile/sitewhere"
"ISVWorld","The Global software vendor database.","Visit Website","https://www.isvworld.com/","Amsterdam, Netherlands","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3d5e6c3714e8f0896c0508af6ba77734.jpg","https://clutch.co/profile/isvworld"
"Smooper Labs","Bespoke Software Development","Visit Website","https://www.smooper.com/labs","Bengaluru, India","2 - 9","20% Artificial Intelligence","$1,000+","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/smooper-labs"
"ShookIOT","Canada Software Company","Visit Website","https://www.shookiot.com/","Edmonton, Canada","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/shookiot.png","https://clutch.co/profile/shookiot"
"DataShall Analytics Ltd.","Information Technology Company in Dhaka","Visit Website","https://datashall.com/","Dhaka, Bangladesh","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/datashall_analytics_ltd._logo.jpg","https://clutch.co/profile/datashall-analytics"
"Qubit AG","Blockchain, Dapp and Smart contract development","Visit Website","https://www.qubit.ag/","München, Germany","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0_201.png","https://clutch.co/profile/qubit-ag"
"Simplex Himes","Simple Solution for the Complicated World","Visit Website","https://www.simplexhimes.com/","دبي, United Arab Emirates","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/4e9f49c504254cec550f77512d5f23f8.png","https://clutch.co/profile/simplex-himes"
"Venturenox","Product Development for Early Stage Startups","Visit Website","https://venturenox.com/","Lahore, Pakistan","10 - 49","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ea9245132ad26156210efe1aa1b8f70a.png","https://clutch.co/profile/venturenox"
"New Computer Technology Consulting Co. Ltd.","Thailand's leading RPA developer","Visit Website","https://nctthai.com/","Bangkok, Thailand","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/7a327af0c3319fb080f6832b9aab18cc.jpeg","https://clutch.co/profile/new-computer-technology-consulting-co"
"UNX Digital","Leading Digital & Cognitive Experiences","Visit Website","https://www.unxdigital.com/","Córdoba, Argentina","10 - 49","20% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/46d0cdb8d4245d82b59282e662adf000.png","https://clutch.co/profile/unx-digital"
"TechloSetSolutions","A Technology Closet","Visit Website","https://techlosetsolutions.com/","Faisalabad, Pakistan","10 - 49","20% Artificial Intelligence","$1,000+","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/techlosetsolutions"
"Excelledia Digital Innovation","Business Optimization Solutions","Visit Website","https://www.eiuk.org/","Kochi, India","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/5918c044fa5804c96d9a85aa103cab42.png","https://clutch.co/profile/excelledia-digital-innovation"
"Assertia Solutions","IT Solutions tailored to meet your business needs","Visit Website","http://www.assertiasolutions.com/","Miami,","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/2a2af18101df449e956a9860eeee21fb.png","https://clutch.co/profile/assertia-solutions"
"Incodeks","A source of innovation and excellence.","Visit Website","https://www.incodeks.com/","Prishtinë, Kosovo","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/18554443f1fe14e2d3932b4fb024f142.jpeg","https://clutch.co/profile/incodeks"
"York & Whiting, LLC","The smart solution for your business.","Visit Website","http://www.yorkandwhiting.com/","Yorktown, VA","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8a5cb8a968c2592f24bb4a288d3ac200.png","https://clutch.co/profile/york-whiting"
"Kastellum Group, LLC","We Are “All-In” With Our Clients and Partners.","Visit Website","https://www.kastellum.com/","Odessa, FL","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/d08c1d014efb9ae013a713ca381ae81a.jpg","https://clutch.co/profile/kastellum-group"
"AdaptNXT Technology Solutions","Your Specifications. Our Solutions. Your Success.","Visit Website","https://adaptnxt.com/","Bengaluru, India","10 - 49","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a3aff065f31130fb80b0303e168ac557.jpeg","https://clutch.co/profile/adaptnxt-technology-solutions"
"Perisync Technologies","Full-stack software service provider for Cloud","Visit Website","https://www.perisync.com/","Bengaluru, India","10 - 49","20% Artificial Intelligence","$5,000+","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/perisync-technologies"
"Alfa technologies","Digital Transformation Experts","Visit Website","http://alfatechnologies.com/","Las Condes, Chile","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/918b61edfae6a3aa2e42a290d13e37cf.png","https://clutch.co/profile/alfa-technologies"
"Ipinnovatech","We do different things","Visit Website","http://www.ipinnovatech.co/","Cali, Colombia","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/eddbab31b8956c9ba76e4f5e47027767.jpg","https://clutch.co/profile/ipinnovatech"
"ADEPT TALENT ACQUISITION","Staffing & Recruiting in Irving, Texas","Visit Website","http://www.adeptconsultants.com/","Irving, TX","50 - 249","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/adept_0.png","https://clutch.co/profile/adept-talent-acquisition"
"Optimized Solutions","Optimized Solutions","Visit Website","http://www.optimized.solutions/","Ahmedabad, India","50 - 249","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3f187fdda36a7ad8ea6a725f3d189a4b.png","https://clutch.co/profile/optimized-solutions"
"Quercus | New Model Vendor","SOFTWARE ON DEMAND, ON TIME","Visit Website","https://qrqs.eu/","Łódź, Poland","50 - 249","15% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/acf7430d50522a4eedd861722609f1e8.png","https://clutch.co/profile/quercus-new-model-vendor"
"Bow River Solutions Inc.","Bringing Data to Life","Visit Website","http://www.bowriversolutions.com/","Calgary, Canada","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/bow_river_solutions_inc_0.jpg","https://clutch.co/profile/bow-river-solutions"
"Klivolks™ Private Limited","We Think Different, Do Different","Visit Website","https://klivolks.com/","Kazhakkoottam, India","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/box_logo_transparent_profile.png","https://clutch.co/profile/klivolks%E2%84%A2-private"
"Teqsense","Solving tomorrow's challenges today","Visit Website","https://teqsense.com/","Hyderabad, India","2 - 9","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/main-violet-darker.png","https://clutch.co/profile/teqsense"
"Dogan.AI","Software Development & Artificial Intelligence","Visit Website","https://www.dogan.ai/","Old Saybrook, CT","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f57cb4698b0c2c68d1fc6c5410165668.png","https://clutch.co/profile/doganai"
"HPCNow!","Services for Science and Engineering","Visit Website","https://hpcnow.com/","Barcelona, Spain","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/88aa1caa79fde1a89844826e45f6d919.png","https://clutch.co/profile/hpcnow"
"Orsa Technologies, LLC","Your trusted partner in a complex world.","Visit Website","https://orsa.co/","Phoenix, AZ","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1cccd69488fd8f9c8ff6f25138ea9eec.png","https://clutch.co/profile/orsa-technologies"
"Skillkeepers","Game and mobile development","Visit Website","https://alinakaftanova.wixsite.com/skillkeepers","Kyiv, Ukraine","10 - 49","20% Artificial Intelligence","$5,000+","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/skillkeepers"
"Scalent Infotech Pvt. Ltd.","A Golang Specialised","Visit Website","https://www.scalent.io/","Pune, India","10 - 49","20% Artificial Intelligence","Undisclosed","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/scalent-infotech"
"DRAP","LOVES INNOVATION AND NEW MEDIA.","Visit Website","https://www.drap.agency/","Zagreb, Croatia","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/drap.png","https://clutch.co/profile/drap"
"Quantic Cloud","Your mobile app and Web development partner","Visit Website","https://quantic.co.in/","Indore, India","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/7c3325388233d3524e031118e8cd2289.png","https://clutch.co/profile/quantic-cloud"
"Techcloud Development Solutions Private Limited","Making ideas happen","Visit Website","https://www.techcloud.global/","Kakkanad, India","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ad3ade17e68f81ac1555ec24a4f3a6d9.png","https://clutch.co/profile/techcloud-development-solutions-private"
"HILLERT NEXT","We do not talk, we DO.","Visit Website","https://www.hillertnext.com/","München, Germany","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/4a9ab17cc90cb8e0c9501dddabff5b01.jpg","https://clutch.co/profile/hillert-next"
"Wizardry Labs","Let us work our magic.","Visit Website","https://wizardrylabs.io/","Vancouver, Canada","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/e286ebf85d0fde10180bd66ac24f80f5.png","https://clutch.co/profile/wizardry-labs"
"Dallmeier Vietnam","Making ideas happen","Visit Website","https://www.dallmeier.vn/","Da nang, Vietnam","10 - 49","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/415464c627db7cc47aa69ca05f7f6eee.jpeg","https://clutch.co/profile/dallmeier-vietnam"
"Scalek","Building solutions that scale","Visit Website","http://scalek.co/","Chișinău, Moldova","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/38ab6e0780f13529504aa0eaba84bde3.png","https://clutch.co/profile/scalek"
"Asteroid Group","We create solid technology solutions. Fast.","Visit Website","http://asteroidgroup.co/","Dębica, Poland","10 - 49","20% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/6db75ced322efcd5de7035b665a25f74.png","https://clutch.co/profile/asteroid-group"
"BOTMATIC","Simplify, Standardize & Automate !","Visit Website","https://www.botmaticsolution.com/","Pune, India","10 - 49","20% Artificial Intelligence","$1,000+","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/botmatic"
"Spears Lab","Leveraging frontier technology to power bold ideas","Visit Website","https://www.spearslab.com/","Lekki, Nigeria","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/ec049e106f0be66ace9910934280a930.png","https://clutch.co/profile/spears-lab"
"Optimizia","""Smart Solutions"" for growth-focused businesses","Visit Website","http://optimizia.co/","Milton, Canada","10 - 49","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/033e35aeaff9f4aa71020b69d93e2c8e.png","https://clutch.co/profile/optimizia"
"XSAV Technology PVT LTD","Only Technology can Do","Visit Website","http://www.savtechnologys.com/","Pune, India","10 - 49","20% Artificial Intelligence","$5,000+","https://clutch.co/developers/artificial-intelligence?page=46","https://clutch.co/profile/xsav-technology"
"Penpenny Infotech","Innovate Better. Grow Faster.","Visit Website","https://www.penpennyinfotech.com/","Pune, India","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/adde4b361a6c1da6788d72c1b9f5945a.png","https://clutch.co/profile/penpenny-infotech"
"Idata Solutions Pvt. Ltd.","Empowering People and Business","Visit Website","https://idata.com.np/","Kathmandu, Nepal","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/57cabc2bc0c98979d56abefd0101b571.png","https://clutch.co/profile/idata-solutions"
"Zelkaa","Connect the Dots","Visit Website","https://zelkaa.com/","Amsterdam, Netherlands","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/725802501c21b99dd1adb0f3bef2d2bc.jpg","https://clutch.co/profile/zelkaa"
"ZYTcode Solutions Pvt Ltd","Best solution for best Businesses","Visit Website","http://www.zytcode.com/","Bengaluru, India","10 - 49","20% Artificial Intelligence","$100,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0b4425b82c9e6a4dd19e76953f5e15ef.png","https://clutch.co/profile/zytcode-solutions"
"PureCode Software","Custom Software Consulting, Design and Development","Visit Website","https://purecodesoftware.com/","Austin, TX","10 - 49","20% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/5151d1bc50f199698cb7ce7eb682ce74.png","https://clutch.co/profile/purecode-software"
"HEXR FACTORY IMMERSIVE TECH PVT LTD","Bridge the gap between the physical and virtual","Visit Website","https://hexrfactory.com/","Chennai, India","10 - 49","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/d0898232643d0e6f9c1da0011342789e.png","https://clutch.co/profile/hexr-factory-immersive-tech"
"Dosion","To Create a Better Digital Smart World with Techno","Visit Website","http://www.dosion.net/","Xiangxi Tujia and Miao Autonomous Prefecture, China","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/92bd07f67cbac2c31df6e0c0c0ff6c8f.jpg","https://clutch.co/profile/dosion"
"Seaflux","New age, new skills, a local constant","Visit Website","https://www.seaflux.tech/","Ahmedabad, India","10 - 49","20% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/0ec2fe8b57948c3b508e2d1a4cc2e571.png","https://clutch.co/profile/seaflux"
"QuickServe IT Solution","Software Developer | Website Design & Development","Visit Website","https://quickserveits.in/","Raipur, India","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9c17b0bd9333dff9ce6009a93fd3d896.png","https://clutch.co/profile/quickserve-it-solution"
"Infini Sys","No.1 Mobile App Design and Development Service USA","Visit Website","https://infinisys.co/","New York, NY","10 - 49","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/1a08e2b004cc78315b4ec927190813a8.png","https://clutch.co/profile/infini-sys"
"Silicon Nexus","Think | Design | Innovate","Visit Website","http://silicon-nexus.com/","Lahore, Pakistan","10 - 49","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/9b132a1878b4dd7883d327d9719e1fa5.jpg","https://clutch.co/profile/silicon-nexus"
"Datavid","We help customers derive insight from their data","Visit Website","https://datavid.co.uk/","London, United Kingdom","10 - 49","20% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/a0a12a6a9fc09202a29f2b00186a8e1d.png","https://clutch.co/profile/datavid"
"Hanlon Creative","SMART STRATEGY CREATIVE DELIVERY","Visit Website","https://www.hanloncreative.com/","Harleysville, PA","10 - 49","15% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/hanlon_creative_logo.png","https://clutch.co/profile/hanlon-creative"
"Atlantis Technology","Agile Software Engineering on Demand","Visit Website","https://www.atlantistech.com/","Concord, MA","10 - 49","15% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/atlantis_technology_logo.jpg","https://clutch.co/profile/atlantis-technology"
"Blue Turtle","Excellent Innovation and Digital Solutions","Visit Website","https://blueturtle.co.za/","Midrand, South Africa","10 - 49","15% Artificial Intelligence","$1,000+","https://clutch.co/developers/artificial-intelligence?page=47","https://clutch.co/profile/blue-turtle"
"Deutsch","LA & NY Marketing and Advertising","Visit Website","http://www.deutschinc.com/","Los Angeles, CA","50 - 249","10% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/deutsch_logo.png","https://clutch.co/profile/deutsch"
"Outstaffing AS","Smart Outstaffing Services","Visit Website","https://outstaffing.no/","Oslo, Norway","50 - 249","15% Artificial Intelligence","$10,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/672e6dacad77c2f8e04e089269caf395.png","https://clutch.co/profile/outstaffing"
"Pikkles","Fuels business strategy with latest technology","Visit Website","https://pikkles.com/en/","Shibuya City, Japan","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/pikkles-logo.png","https://clutch.co/profile/pikkles"
"Tresor Digital","Web Services of the Future","Visit Website","https://tresordigital.com/","Rochester, MN","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/tresor-bot-logo-white_0.png","https://clutch.co/profile/tresor-digital"
"Pixobit Solutions","Web Design and Development Company","Visit Website","https://pixobit.eu/","Tîrgu Mureş, Romania","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/20229043_1970138786566335_5487740482610301909_n.jpg","https://clutch.co/profile/pixobit-solutions"
"Hi.End Studios","Creative studio","Visit Website","https://www.hiendstudios.com/","Bogota, Colombia","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/hi.end_.jpg","https://clutch.co/profile/hiend-studios"
"SdotMedia","WE CONNECT THE DOTS BY THINKING OUTSIDE OF THE BOX","Visit Website","https://www.sdotmedia.com/","Toronto, Canada","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/sdotmedia_0.png","https://clutch.co/profile/sdotmedia"
"Chit Chat Agency","Messenger Marketing & Chatbot Development Agency","Visit Website","https://www.chitchatagency.com/","Leeds, United Kingdom","2 - 9","20% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/2e78010a91633ec665587a3f879ef4be.png","https://clutch.co/profile/chit-chat-agency"
"TrueParallel","Make Every Customer Interaction Count","Visit Website","http://www.trueparallel.com/","Raleigh, NC","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f5590a25854c1040e2bdc3db2f999d60.png","https://clutch.co/profile/trueparallel"
"WEB-TECH","artificial intelligence, augmented reality,webdev","Visit Website","https://webtech.com.pl/","Kraków, Poland","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/8d1b92c6e1d7db433363004342e08307.jpeg","https://clutch.co/profile/web-tech"
"Celerens, LLC","Innovation. Agility. Impact.","Visit Website","http://www.celerens.com/","Columbia, MD","2 - 9","20% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/3fa77a6272b479510921aeb55d6b0dc6.png","https://clutch.co/profile/celerens"
"Online Dimensions","Top value for money","Visit Website","https://online-dimensions.com/","Al Jazirah Al Hamra, United Arab Emirates","2 - 9","20% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/cfe97e0ce5c7ff9df898695c4fd01789.png","https://clutch.co/profile/online-dimensions"
"Novatics","Brasilia Software Development Company","Visit Website","https://www.novatics.com.br/","Brasília, Brazil","10 - 49","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/b2bb1345087f61ea6dd4397488657810.png","https://clutch.co/profile/novatics"
"RedBite Solutions Ltd.","Solving the World's Asset Tracking Problems","Visit Website","https://www.redbite.com/","Milton, United Kingdom","10 - 49","15% Artificial Intelligence","$50,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/bf6f3ee504e8e72b143aa4d4e643632a.jpeg","https://clutch.co/profile/redbite-solutions"
"Youwe","Stay ahead. Go Beyond.","Visit Website","https://www.youwe.nl/en/offshore/","Rotterdam, Netherlands","50 - 249","10% Artificial Intelligence","$25,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/emblema.jpg","https://clutch.co/profile/youwe"
"SHAVIK","Innovative Future. Delivered.","Visit Website","https://www.shavik.com.au/","Kensington, Australia","50 - 249","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/f2eec214e3d076b5e4f0e95051a8a666.png","https://clutch.co/profile/shavik"
"Quality Data","IT Service Providers in Colombia","Visit Website","http://qdata.com.co/","Bogotá, Colombia","50 - 249","15% Artificial Intelligence","Undisclosed","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/5cb39ee8346d3b52f6bac365a16e90f8.jpg","https://clutch.co/profile/quality-data"
"PARTY","Designing Experience","Visit Website","http://prty.jp/","Shibuya City, Japan","10 - 49","10% Artificial Intelligence","$5,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/party.png","https://clutch.co/profile/party"
"ByteScout","APIs for rapid document data entry automation","Visit Website","https://bytescout.com/","Wilmington, DE","10 - 49","10% Artificial Intelligence","$1,000+","https://img.shgstatic.com/clutchco-static/image/scale/65x65/s3fs-public/logos/afc96b062e8b38b362d5abaaf6c3c36f.png","https://clutch.co/profile/bytescout"
